time_sec,sat_id,name,x_km,y_km,altitude_km,beam_idx,target_cell_id
-82.0,1,Starlink-1247,-851.5800,214.4210,550.0,1,16
-82.0,1,Starlink-1247,-851.5800,214.4210,550.0,2,19
-82.0,1,Starlink-1247,-851.5800,214.4210,550.0,3,35
-82.0,2,OneWeb-A4-12,300.0000,-868.6800,1200.0,0,51
-82.0,2,OneWeb-A4-12,300.0000,-868.6800,1200.0,1,75
-82.0,3,Telesat-LS7,-438.5051,-438.5051,1015.0,0,72
-82.0,3,Telesat-LS7,-438.5051,-438.5051,1015.0,1,75
-82.0,3,Telesat-LS7,-438.5051,-438.5051,1015.0,2,78
-82.0,3,Telesat-LS7,-438.5051,-438.5051,1015.0,3,96
-82.0,3,Telesat-LS7,-438.5051,-438.5051,1015.0,4,99
-82.0,3,Telesat-LS7,-438.5051,-438.5051,1015.0,5,102
-82.0,4,Kuiper-K3-552,850.8200,385.5410,630.0,0,1
-82.0,4,Kuiper-K3-552,850.8200,385.5410,630.0,1,4
-82.0,4,Kuiper-K3-552,850.8200,385.5410,630.0,2,7
-82.0,4,Kuiper-K3-552,850.8200,385.5410,630.0,3,10
-82.0,4,Kuiper-K3-552,850.8200,385.5410,630.0,4,109
-82.0,4,Kuiper-K3-552,850.8200,385.5410,630.0,5,112
-82.0,4,Kuiper-K3-552,850.8200,385.5410,630.0,6,115
-82.0,4,Kuiper-K3-552,850.8200,385.5410,630.0,7,118
-80.0,1,Starlink-1247,-836.4000,215.1800,550.0,0,13
-80.0,1,Starlink-1247,-836.4000,215.1800,550.0,1,16
-80.0,1,Starlink-1247,-836.4000,215.1800,550.0,2,19
-80.0,1,Starlink-1247,-836.4000,215.1800,550.0,3,35
-80.0,2,OneWeb-A4-12,300.0000,-854.4000,1200.0,0,50
-80.0,2,OneWeb-A4-12,300.0000,-854.4000,1200.0,1,74
-80.0,3,Telesat-LS7,-428.1106,-428.1106,1015.0,0,60
-80.0,3,Telesat-LS7,-428.1106,-428.1106,1015.0,1,63
-80.0,3,Telesat-LS7,-428.1106,-428.1106,1015.0,2,66
-80.0,3,Telesat-LS7,-428.1106,-428.1106,1015.0,3,84
-80.0,3,Telesat-LS7,-428.1106,-428.1106,1015.0,4,87
-80.0,3,Telesat-LS7,-428.1106,-428.1106,1015.0,5,90
-80.0,4,Kuiper-K3-552,835.6000,384.7800,630.0,0,2
-80.0,4,Kuiper-K3-552,835.6000,384.7800,630.0,1,5
-80.0,4,Kuiper-K3-552,835.6000,384.7800,630.0,2,8
-80.0,4,Kuiper-K3-552,835.6000,384.7800,630.0,3,11
-80.0,4,Kuiper-K3-552,835.6000,384.7800,630.0,4,110
-80.0,4,Kuiper-K3-552,835.6000,384.7800,630.0,5,113
-80.0,4,Kuiper-K3-552,835.6000,384.7800,630.0,6,116
-80.0,4,Kuiper-K3-552,835.6000,384.7800,630.0,7,119
-78.0,1,Starlink-1247,-821.2200,215.9390,550.0,0,14
-78.0,1,Starlink-1247,-821.2200,215.9390,550.0,1,17
-78.0,1,Starlink-1247,-821.2200,215.9390,550.0,2,20
-78.0,1,Starlink-1247,-821.2200,215.9390,550.0,3,34
-78.0,2,OneWeb-A4-12,300.0000,-840.1200,1200.0,0,50
-78.0,2,OneWeb-A4-12,300.0000,-840.1200,1200.0,1,74
-78.0,3,Telesat-LS7,-417.7161,-417.7161,1015.0,0,60
-78.0,3,Telesat-LS7,-417.7161,-417.7161,1015.0,1,63
-78.0,3,Telesat-LS7,-417.7161,-417.7161,1015.0,2,66
-78.0,3,Telesat-LS7,-417.7161,-417.7161,1015.0,3,84
-78.0,3,Telesat-LS7,-417.7161,-417.7161,1015.0,4,87
-78.0,3,Telesat-LS7,-417.7161,-417.7161,1015.0,5,90
-78.0,4,Kuiper-K3-552,820.3800,384.0190,630.0,0,2
-78.0,4,Kuiper-K3-552,820.3800,384.0190,630.0,1,5
-78.0,4,Kuiper-K3-552,820.3800,384.0190,630.0,2,8
-78.0,4,Kuiper-K3-552,820.3800,384.0190,630.0,3,11
-78.0,4,Kuiper-K3-552,820.3800,384.0190,630.0,4,110
-78.0,4,Kuiper-K3-552,820.3800,384.0190,630.0,5,113
-78.0,4,Kuiper-K3-552,820.3800,384.0190,630.0,6,116
-78.0,4,Kuiper-K3-552,820.3800,384.0190,630.0,7,119
-76.0,1,Starlink-1247,-806.0400,216.6980,550.0,0,14
-76.0,1,Starlink-1247,-806.0400,216.6980,550.0,1,17
-76.0,1,Starlink-1247,-806.0400,216.6980,550.0,2,20
-76.0,1,Starlink-1247,-806.0400,216.6980,550.0,3,34
-76.0,2,OneWeb-A4-12,300.0000,-825.8400,1200.0,0,50
-76.0,2,OneWeb-A4-12,300.0000,-825.8400,1200.0,1,74
-76.0,3,Telesat-LS7,-407.3217,-407.3217,1015.0,0,60
-76.0,3,Telesat-LS7,-407.3217,-407.3217,1015.0,1,63
-76.0,3,Telesat-LS7,-407.3217,-407.3217,1015.0,2,66
-76.0,3,Telesat-LS7,-407.3217,-407.3217,1015.0,3,84
-76.0,3,Telesat-LS7,-407.3217,-407.3217,1015.0,4,87
-76.0,3,Telesat-LS7,-407.3217,-407.3217,1015.0,5,90
-76.0,4,Kuiper-K3-552,805.1600,383.2580,630.0,0,1
-76.0,4,Kuiper-K3-552,805.1600,383.2580,630.0,1,4
-76.0,4,Kuiper-K3-552,805.1600,383.2580,630.0,2,7
-76.0,4,Kuiper-K3-552,805.1600,383.2580,630.0,3,10
-76.0,4,Kuiper-K3-552,805.1600,383.2580,630.0,4,109
-76.0,4,Kuiper-K3-552,805.1600,383.2580,630.0,5,112
-76.0,4,Kuiper-K3-552,805.1600,383.2580,630.0,6,115
-76.0,4,Kuiper-K3-552,805.1600,383.2580,630.0,7,118
-74.0,1,Starlink-1247,-790.8600,217.4570,550.0,0,14
-74.0,1,Starlink-1247,-790.8600,217.4570,550.0,1,17
-74.0,1,Starlink-1247,-790.8600,217.4570,550.0,2,20
-74.0,1,Starlink-1247,-790.8600,217.4570,550.0,3,34
-74.0,2,OneWeb-A4-12,300.0000,-811.5600,1200.0,0,50
-74.0,2,OneWeb-A4-12,300.0000,-811.5600,1200.0,1,74
-74.0,3,Telesat-LS7,-396.9272,-396.9272,1015.0,0,61
-74.0,3,Telesat-LS7,-396.9272,-396.9272,1015.0,1,64
-74.0,3,Telesat-LS7,-396.9272,-396.9272,1015.0,2,67
-74.0,3,Telesat-LS7,-396.9272,-396.9272,1015.0,3,85
-74.0,3,Telesat-LS7,-396.9272,-396.9272,1015.0,4,88
-74.0,3,Telesat-LS7,-396.9272,-396.9272,1015.0,5,91
-74.0,4,Kuiper-K3-552,789.9400,382.4970,630.0,0,1
-74.0,4,Kuiper-K3-552,789.9400,382.4970,630.0,1,4
-74.0,4,Kuiper-K3-552,789.9400,382.4970,630.0,2,7
-74.0,4,Kuiper-K3-552,789.9400,382.4970,630.0,3,10
-74.0,4,Kuiper-K3-552,789.9400,382.4970,630.0,4,109
-74.0,4,Kuiper-K3-552,789.9400,382.4970,630.0,5,112
-74.0,4,Kuiper-K3-552,789.9400,382.4970,630.0,6,115
-74.0,4,Kuiper-K3-552,789.9400,382.4970,630.0,7,118
-72.0,1,Starlink-1247,-775.6800,218.2160,550.0,0,15
-72.0,1,Starlink-1247,-775.6800,218.2160,550.0,1,18
-72.0,1,Starlink-1247,-775.6800,218.2160,550.0,2,21
-72.0,1,Starlink-1247,-775.6800,218.2160,550.0,3,22
-72.0,2,OneWeb-A4-12,300.0000,-797.2800,1200.0,0,49
-72.0,2,OneWeb-A4-12,300.0000,-797.2800,1200.0,1,73
-72.0,3,Telesat-LS7,-386.5327,-386.5327,1015.0,0,61
-72.0,3,Telesat-LS7,-386.5327,-386.5327,1015.0,1,64
-72.0,3,Telesat-LS7,-386.5327,-386.5327,1015.0,2,67
-72.0,3,Telesat-LS7,-386.5327,-386.5327,1015.0,3,85
-72.0,3,Telesat-LS7,-386.5327,-386.5327,1015.0,4,88
-72.0,3,Telesat-LS7,-386.5327,-386.5327,1015.0,5,91
-72.0,4,Kuiper-K3-552,774.7200,381.7360,630.0,0,0
-72.0,4,Kuiper-K3-552,774.7200,381.7360,630.0,1,3
-72.0,4,Kuiper-K3-552,774.7200,381.7360,630.0,2,6
-72.0,4,Kuiper-K3-552,774.7200,381.7360,630.0,3,9
-72.0,4,Kuiper-K3-552,774.7200,381.7360,630.0,4,108
-72.0,4,Kuiper-K3-552,774.7200,381.7360,630.0,5,111
-72.0,4,Kuiper-K3-552,774.7200,381.7360,630.0,6,114
-72.0,4,Kuiper-K3-552,774.7200,381.7360,630.0,7,117
-70.0,1,Starlink-1247,-760.5000,218.9750,550.0,0,15
-70.0,1,Starlink-1247,-760.5000,218.9750,550.0,1,18
-70.0,1,Starlink-1247,-760.5000,218.9750,550.0,2,21
-70.0,1,Starlink-1247,-760.5000,218.9750,550.0,3,22
-70.0,2,OneWeb-A4-12,300.0000,-783.0000,1200.0,0,49
-70.0,2,OneWeb-A4-12,300.0000,-783.0000,1200.0,1,73
-70.0,3,Telesat-LS7,-376.1383,-376.1383,1015.0,0,73
-70.0,3,Telesat-LS7,-376.1383,-376.1383,1015.0,1,76
-70.0,3,Telesat-LS7,-376.1383,-376.1383,1015.0,2,79
-70.0,3,Telesat-LS7,-376.1383,-376.1383,1015.0,3,97
-70.0,3,Telesat-LS7,-376.1383,-376.1383,1015.0,4,100
-70.0,3,Telesat-LS7,-376.1383,-376.1383,1015.0,5,103
-70.0,4,Kuiper-K3-552,759.5000,380.9750,630.0,0,0
-70.0,4,Kuiper-K3-552,759.5000,380.9750,630.0,1,3
-70.0,4,Kuiper-K3-552,759.5000,380.9750,630.0,2,6
-70.0,4,Kuiper-K3-552,759.5000,380.9750,630.0,3,9
-70.0,4,Kuiper-K3-552,759.5000,380.9750,630.0,4,108
-70.0,4,Kuiper-K3-552,759.5000,380.9750,630.0,5,111
-70.0,4,Kuiper-K3-552,759.5000,380.9750,630.0,6,114
-70.0,4,Kuiper-K3-552,759.5000,380.9750,630.0,7,117
-68.0,1,Starlink-1247,-745.3200,219.7340,550.0,0,15
-68.0,1,Starlink-1247,-745.3200,219.7340,550.0,1,18
-68.0,1,Starlink-1247,-745.3200,219.7340,550.0,2,21
-68.0,1,Starlink-1247,-745.3200,219.7340,550.0,3,22
-68.0,2,OneWeb-A4-12,300.0000,-768.7200,1200.0,0,49
-68.0,2,OneWeb-A4-12,300.0000,-768.7200,1200.0,1,73
-68.0,3,Telesat-LS7,-365.7438,-365.7438,1015.0,0,73
-68.0,3,Telesat-LS7,-365.7438,-365.7438,1015.0,1,76
-68.0,3,Telesat-LS7,-365.7438,-365.7438,1015.0,2,79
-68.0,3,Telesat-LS7,-365.7438,-365.7438,1015.0,3,97
-68.0,3,Telesat-LS7,-365.7438,-365.7438,1015.0,4,100
-68.0,3,Telesat-LS7,-365.7438,-365.7438,1015.0,5,103
-68.0,4,Kuiper-K3-552,744.2800,380.2140,630.0,0,1
-68.0,4,Kuiper-K3-552,744.2800,380.2140,630.0,1,4
-68.0,4,Kuiper-K3-552,744.2800,380.2140,630.0,2,7
-68.0,4,Kuiper-K3-552,744.2800,380.2140,630.0,3,10
-68.0,4,Kuiper-K3-552,744.2800,380.2140,630.0,4,109
-68.0,4,Kuiper-K3-552,744.2800,380.2140,630.0,5,112
-68.0,4,Kuiper-K3-552,744.2800,380.2140,630.0,6,115
-68.0,4,Kuiper-K3-552,744.2800,380.2140,630.0,7,118
-66.0,1,Starlink-1247,-730.1400,220.4930,550.0,0,27
-66.0,1,Starlink-1247,-730.1400,220.4930,550.0,1,30
-66.0,1,Starlink-1247,-730.1400,220.4930,550.0,2,33
-66.0,1,Starlink-1247,-730.1400,220.4930,550.0,3,23
-66.0,2,OneWeb-A4-12,300.0000,-754.4400,1200.0,0,49
-66.0,2,OneWeb-A4-12,300.0000,-754.4400,1200.0,1,73
-66.0,3,Telesat-LS7,-355.3493,-355.3493,1015.0,0,73
-66.0,3,Telesat-LS7,-355.3493,-355.3493,1015.0,1,76
-66.0,3,Telesat-LS7,-355.3493,-355.3493,1015.0,2,79
-66.0,3,Telesat-LS7,-355.3493,-355.3493,1015.0,3,97
-66.0,3,Telesat-LS7,-355.3493,-355.3493,1015.0,4,100
-66.0,3,Telesat-LS7,-355.3493,-355.3493,1015.0,5,103
-66.0,4,Kuiper-K3-552,729.0600,379.4530,630.0,0,1
-66.0,4,Kuiper-K3-552,729.0600,379.4530,630.0,1,4
-66.0,4,Kuiper-K3-552,729.0600,379.4530,630.0,2,7
-66.0,4,Kuiper-K3-552,729.0600,379.4530,630.0,3,10
-66.0,4,Kuiper-K3-552,729.0600,379.4530,630.0,4,109
-66.0,4,Kuiper-K3-552,729.0600,379.4530,630.0,5,112
-66.0,4,Kuiper-K3-552,729.0600,379.4530,630.0,6,115
-66.0,4,Kuiper-K3-552,729.0600,379.4530,630.0,7,118
-64.0,1,Starlink-1247,-714.9600,221.2520,550.0,0,27
-64.0,1,Starlink-1247,-714.9600,221.2520,550.0,1,30
-64.0,1,Starlink-1247,-714.9600,221.2520,550.0,2,33
-64.0,1,Starlink-1247,-714.9600,221.2520,550.0,3,23
-64.0,2,OneWeb-A4-12,300.0000,-740.1600,1200.0,0,50
-64.0,2,OneWeb-A4-12,300.0000,-740.1600,1200.0,1,74
-64.0,3,Telesat-LS7,-344.9548,-344.9548,1015.0,0,72
-64.0,3,Telesat-LS7,-344.9548,-344.9548,1015.0,1,75
-64.0,3,Telesat-LS7,-344.9548,-344.9548,1015.0,2,78
-64.0,3,Telesat-LS7,-344.9548,-344.9548,1015.0,3,96
-64.0,3,Telesat-LS7,-344.9548,-344.9548,1015.0,4,99
-64.0,3,Telesat-LS7,-344.9548,-344.9548,1015.0,5,102
-64.0,4,Kuiper-K3-552,713.8400,378.6920,630.0,0,2
-64.0,4,Kuiper-K3-552,713.8400,378.6920,630.0,1,5
-64.0,4,Kuiper-K3-552,713.8400,378.6920,630.0,2,8
-64.0,4,Kuiper-K3-552,713.8400,378.6920,630.0,3,11
-64.0,4,Kuiper-K3-552,713.8400,378.6920,630.0,4,110
-64.0,4,Kuiper-K3-552,713.8400,378.6920,630.0,5,113
-64.0,4,Kuiper-K3-552,713.8400,378.6920,630.0,6,116
-64.0,4,Kuiper-K3-552,713.8400,378.6920,630.0,7,119
-62.0,1,Starlink-1247,-699.7800,222.0110,550.0,0,27
-62.0,1,Starlink-1247,-699.7800,222.0110,550.0,1,30
-62.0,1,Starlink-1247,-699.7800,222.0110,550.0,2,33
-62.0,1,Starlink-1247,-699.7800,222.0110,550.0,3,23
-62.0,2,OneWeb-A4-12,300.0000,-725.8800,1200.0,0,50
-62.0,2,OneWeb-A4-12,300.0000,-725.8800,1200.0,1,74
-62.0,3,Telesat-LS7,-334.5604,-334.5604,1015.0,0,72
-62.0,3,Telesat-LS7,-334.5604,-334.5604,1015.0,1,75
-62.0,3,Telesat-LS7,-334.5604,-334.5604,1015.0,2,78
-62.0,3,Telesat-LS7,-334.5604,-334.5604,1015.0,3,96
-62.0,3,Telesat-LS7,-334.5604,-334.5604,1015.0,4,99
-62.0,3,Telesat-LS7,-334.5604,-334.5604,1015.0,5,102
-62.0,4,Kuiper-K3-552,698.6200,377.9310,630.0,0,2
-62.0,4,Kuiper-K3-552,698.6200,377.9310,630.0,1,5
-62.0,4,Kuiper-K3-552,698.6200,377.9310,630.0,2,8
-62.0,4,Kuiper-K3-552,698.6200,377.9310,630.0,3,11
-62.0,4,Kuiper-K3-552,698.6200,377.9310,630.0,4,110
-62.0,4,Kuiper-K3-552,698.6200,377.9310,630.0,5,113
-62.0,4,Kuiper-K3-552,698.6200,377.9310,630.0,6,116
-62.0,4,Kuiper-K3-552,698.6200,377.9310,630.0,7,119
-60.0,1,Starlink-1247,-684.6000,222.7700,550.0,0,26
-60.0,1,Starlink-1247,-684.6000,222.7700,550.0,1,29
-60.0,1,Starlink-1247,-684.6000,222.7700,550.0,2,32
-60.0,1,Starlink-1247,-684.6000,222.7700,550.0,3,35
-60.0,2,OneWeb-A4-12,300.0000,-711.6000,1200.0,0,50
-60.0,2,OneWeb-A4-12,300.0000,-711.6000,1200.0,1,74
-60.0,3,Telesat-LS7,-324.1659,-324.1659,1015.0,0,60
-60.0,3,Telesat-LS7,-324.1659,-324.1659,1015.0,1,63
-60.0,3,Telesat-LS7,-324.1659,-324.1659,1015.0,2,66
-60.0,3,Telesat-LS7,-324.1659,-324.1659,1015.0,3,84
-60.0,3,Telesat-LS7,-324.1659,-324.1659,1015.0,4,87
-60.0,3,Telesat-LS7,-324.1659,-324.1659,1015.0,5,90
-60.0,4,Kuiper-K3-552,683.4000,377.1700,630.0,0,1
-60.0,4,Kuiper-K3-552,683.4000,377.1700,630.0,1,4
-60.0,4,Kuiper-K3-552,683.4000,377.1700,630.0,2,7
-60.0,4,Kuiper-K3-552,683.4000,377.1700,630.0,3,10
-60.0,4,Kuiper-K3-552,683.4000,377.1700,630.0,4,109
-60.0,4,Kuiper-K3-552,683.4000,377.1700,630.0,5,112
-60.0,4,Kuiper-K3-552,683.4000,377.1700,630.0,6,115
-60.0,4,Kuiper-K3-552,683.4000,377.1700,630.0,7,118
-58.0,1,Starlink-1247,-669.4200,223.5290,550.0,0,26
-58.0,1,Starlink-1247,-669.4200,223.5290,550.0,1,29
-58.0,1,Starlink-1247,-669.4200,223.5290,550.0,2,32
-58.0,1,Starlink-1247,-669.4200,223.5290,550.0,3,35
-58.0,2,OneWeb-A4-12,300.0000,-697.3200,1200.0,0,50
-58.0,2,OneWeb-A4-12,300.0000,-697.3200,1200.0,1,74
-58.0,3,Telesat-LS7,-313.7714,-313.7714,1015.0,0,60
-58.0,3,Telesat-LS7,-313.7714,-313.7714,1015.0,1,63
-58.0,3,Telesat-LS7,-313.7714,-313.7714,1015.0,2,66
-58.0,3,Telesat-LS7,-313.7714,-313.7714,1015.0,3,84
-58.0,3,Telesat-LS7,-313.7714,-313.7714,1015.0,4,87
-58.0,3,Telesat-LS7,-313.7714,-313.7714,1015.0,5,90
-58.0,4,Kuiper-K3-552,668.1800,376.4090,630.0,0,1
-58.0,4,Kuiper-K3-552,668.1800,376.4090,630.0,1,4
-58.0,4,Kuiper-K3-552,668.1800,376.4090,630.0,2,7
-58.0,4,Kuiper-K3-552,668.1800,376.4090,630.0,3,10
-58.0,4,Kuiper-K3-552,668.1800,376.4090,630.0,4,109
-58.0,4,Kuiper-K3-552,668.1800,376.4090,630.0,5,112
-58.0,4,Kuiper-K3-552,668.1800,376.4090,630.0,6,115
-58.0,4,Kuiper-K3-552,668.1800,376.4090,630.0,7,118
-56.0,1,Starlink-1247,-654.2400,224.2880,550.0,0,26
-56.0,1,Starlink-1247,-654.2400,224.2880,550.0,1,29
-56.0,1,Starlink-1247,-654.2400,224.2880,550.0,2,32
-56.0,1,Starlink-1247,-654.2400,224.2880,550.0,3,35
-56.0,2,OneWeb-A4-12,300.0000,-683.0400,1200.0,0,51
-56.0,2,OneWeb-A4-12,300.0000,-683.0400,1200.0,1,75
-56.0,3,Telesat-LS7,-303.3770,-303.3770,1015.0,0,60
-56.0,3,Telesat-LS7,-303.3770,-303.3770,1015.0,1,63
-56.0,3,Telesat-LS7,-303.3770,-303.3770,1015.0,2,66
-56.0,3,Telesat-LS7,-303.3770,-303.3770,1015.0,3,84
-56.0,3,Telesat-LS7,-303.3770,-303.3770,1015.0,4,87
-56.0,3,Telesat-LS7,-303.3770,-303.3770,1015.0,5,90
-56.0,4,Kuiper-K3-552,652.9600,375.6480,630.0,0,0
-56.0,4,Kuiper-K3-552,652.9600,375.6480,630.0,1,3
-56.0,4,Kuiper-K3-552,652.9600,375.6480,630.0,2,6
-56.0,4,Kuiper-K3-552,652.9600,375.6480,630.0,3,9
-56.0,4,Kuiper-K3-552,652.9600,375.6480,630.0,4,108
-56.0,4,Kuiper-K3-552,652.9600,375.6480,630.0,5,111
-56.0,4,Kuiper-K3-552,652.9600,375.6480,630.0,6,114
-56.0,4,Kuiper-K3-552,652.9600,375.6480,630.0,7,117
-54.0,1,Starlink-1247,-639.0600,225.0470,550.0,0,25
-54.0,1,Starlink-1247,-639.0600,225.0470,550.0,1,28
-54.0,1,Starlink-1247,-639.0600,225.0470,550.0,2,31
-54.0,1,Starlink-1247,-639.0600,225.0470,550.0,3,34
-54.0,2,OneWeb-A4-12,300.0000,-668.7600,1200.0,0,51
-54.0,2,OneWeb-A4-12,300.0000,-668.7600,1200.0,1,75
-54.0,3,Telesat-LS7,-292.9825,-292.9825,1015.0,0,61
-54.0,3,Telesat-LS7,-292.9825,-292.9825,1015.0,1,64
-54.0,3,Telesat-LS7,-292.9825,-292.9825,1015.0,2,67
-54.0,3,Telesat-LS7,-292.9825,-292.9825,1015.0,3,85
-54.0,3,Telesat-LS7,-292.9825,-292.9825,1015.0,4,88
-54.0,3,Telesat-LS7,-292.9825,-292.9825,1015.0,5,91
-54.0,4,Kuiper-K3-552,637.7400,374.8870,630.0,0,0
-54.0,4,Kuiper-K3-552,637.7400,374.8870,630.0,1,3
-54.0,4,Kuiper-K3-552,637.7400,374.8870,630.0,2,6
-54.0,4,Kuiper-K3-552,637.7400,374.8870,630.0,3,9
-54.0,4,Kuiper-K3-552,637.7400,374.8870,630.0,4,108
-54.0,4,Kuiper-K3-552,637.7400,374.8870,630.0,5,111
-54.0,4,Kuiper-K3-552,637.7400,374.8870,630.0,6,114
-54.0,4,Kuiper-K3-552,637.7400,374.8870,630.0,7,117
-52.0,1,Starlink-1247,-623.8800,225.8060,550.0,0,25
-52.0,1,Starlink-1247,-623.8800,225.8060,550.0,1,28
-52.0,1,Starlink-1247,-623.8800,225.8060,550.0,2,31
-52.0,1,Starlink-1247,-623.8800,225.8060,550.0,3,34
-52.0,2,OneWeb-A4-12,300.0000,-654.4800,1200.0,0,51
-52.0,2,OneWeb-A4-12,300.0000,-654.4800,1200.0,1,75
-52.0,3,Telesat-LS7,-282.5880,-282.5880,1015.0,0,61
-52.0,3,Telesat-LS7,-282.5880,-282.5880,1015.0,1,64
-52.0,3,Telesat-LS7,-282.5880,-282.5880,1015.0,2,67
-52.0,3,Telesat-LS7,-282.5880,-282.5880,1015.0,3,85
-52.0,3,Telesat-LS7,-282.5880,-282.5880,1015.0,4,88
-52.0,3,Telesat-LS7,-282.5880,-282.5880,1015.0,5,91
-52.0,4,Kuiper-K3-552,622.5200,374.1260,630.0,0,1
-52.0,4,Kuiper-K3-552,622.5200,374.1260,630.0,1,4
-52.0,4,Kuiper-K3-552,622.5200,374.1260,630.0,2,7
-52.0,4,Kuiper-K3-552,622.5200,374.1260,630.0,3,10
-52.0,4,Kuiper-K3-552,622.5200,374.1260,630.0,4,109
-52.0,4,Kuiper-K3-552,622.5200,374.1260,630.0,5,112
-52.0,4,Kuiper-K3-552,622.5200,374.1260,630.0,6,115
-52.0,4,Kuiper-K3-552,622.5200,374.1260,630.0,7,118
-50.0,1,Starlink-1247,-608.7000,226.5650,550.0,0,25
-50.0,1,Starlink-1247,-608.7000,226.5650,550.0,1,28
-50.0,1,Starlink-1247,-608.7000,226.5650,550.0,2,31
-50.0,1,Starlink-1247,-608.7000,226.5650,550.0,3,34
-50.0,2,OneWeb-A4-12,300.0000,-640.2000,1200.0,0,51
-50.0,2,OneWeb-A4-12,300.0000,-640.2000,1200.0,1,75
-50.0,3,Telesat-LS7,-272.1936,-272.1936,1015.0,0,73
-50.0,3,Telesat-LS7,-272.1936,-272.1936,1015.0,1,76
-50.0,3,Telesat-LS7,-272.1936,-272.1936,1015.0,2,79
-50.0,3,Telesat-LS7,-272.1936,-272.1936,1015.0,3,97
-50.0,3,Telesat-LS7,-272.1936,-272.1936,1015.0,4,100
-50.0,3,Telesat-LS7,-272.1936,-272.1936,1015.0,5,103
-50.0,4,Kuiper-K3-552,607.3000,373.3650,630.0,0,1
-50.0,4,Kuiper-K3-552,607.3000,373.3650,630.0,1,4
-50.0,4,Kuiper-K3-552,607.3000,373.3650,630.0,2,7
-50.0,4,Kuiper-K3-552,607.3000,373.3650,630.0,3,10
-50.0,4,Kuiper-K3-552,607.3000,373.3650,630.0,4,109
-50.0,4,Kuiper-K3-552,607.3000,373.3650,630.0,5,112
-50.0,4,Kuiper-K3-552,607.3000,373.3650,630.0,6,115
-50.0,4,Kuiper-K3-552,607.3000,373.3650,630.0,7,118
-48.0,1,Starlink-1247,-593.5200,227.3240,550.0,0,13
-48.0,1,Starlink-1247,-593.5200,227.3240,550.0,1,16
-48.0,1,Starlink-1247,-593.5200,227.3240,550.0,2,19
-48.0,1,Starlink-1247,-593.5200,227.3240,550.0,3,22
-48.0,2,OneWeb-A4-12,300.0000,-625.9200,1200.0,0,52
-48.0,2,OneWeb-A4-12,300.0000,-625.9200,1200.0,1,76
-48.0,3,Telesat-LS7,-261.7991,-261.7991,1015.0,0,73
-48.0,3,Telesat-LS7,-261.7991,-261.7991,1015.0,1,76
-48.0,3,Telesat-LS7,-261.7991,-261.7991,1015.0,2,79
-48.0,3,Telesat-LS7,-261.7991,-261.7991,1015.0,3,97
-48.0,3,Telesat-LS7,-261.7991,-261.7991,1015.0,4,100
-48.0,3,Telesat-LS7,-261.7991,-261.7991,1015.0,5,103
-48.0,4,Kuiper-K3-552,592.0800,372.6040,630.0,0,2
-48.0,4,Kuiper-K3-552,592.0800,372.6040,630.0,1,5
-48.0,4,Kuiper-K3-552,592.0800,372.6040,630.0,2,8
-48.0,4,Kuiper-K3-552,592.0800,372.6040,630.0,3,11
-48.0,4,Kuiper-K3-552,592.0800,372.6040,630.0,4,110
-48.0,4,Kuiper-K3-552,592.0800,372.6040,630.0,5,113
-48.0,4,Kuiper-K3-552,592.0800,372.6040,630.0,6,116
-48.0,4,Kuiper-K3-552,592.0800,372.6040,630.0,7,119
-46.0,1,Starlink-1247,-578.3400,228.0830,550.0,0,13
-46.0,1,Starlink-1247,-578.3400,228.0830,550.0,1,16
-46.0,1,Starlink-1247,-578.3400,228.0830,550.0,2,19
-46.0,1,Starlink-1247,-578.3400,228.0830,550.0,3,22
-46.0,2,OneWeb-A4-12,300.0000,-611.6400,1200.0,0,52
-46.0,2,OneWeb-A4-12,300.0000,-611.6400,1200.0,1,76
-46.0,3,Telesat-LS7,-251.4046,-251.4046,1015.0,0,73
-46.0,3,Telesat-LS7,-251.4046,-251.4046,1015.0,1,76
-46.0,3,Telesat-LS7,-251.4046,-251.4046,1015.0,2,79
-46.0,3,Telesat-LS7,-251.4046,-251.4046,1015.0,3,97
-46.0,3,Telesat-LS7,-251.4046,-251.4046,1015.0,4,100
-46.0,3,Telesat-LS7,-251.4046,-251.4046,1015.0,5,103
-46.0,4,Kuiper-K3-552,576.8600,371.8430,630.0,0,2
-46.0,4,Kuiper-K3-552,576.8600,371.8430,630.0,1,5
-46.0,4,Kuiper-K3-552,576.8600,371.8430,630.0,2,8
-46.0,4,Kuiper-K3-552,576.8600,371.8430,630.0,3,11
-46.0,4,Kuiper-K3-552,576.8600,371.8430,630.0,4,110
-46.0,4,Kuiper-K3-552,576.8600,371.8430,630.0,5,113
-46.0,4,Kuiper-K3-552,576.8600,371.8430,630.0,6,116
-46.0,4,Kuiper-K3-552,576.8600,371.8430,630.0,7,119
-44.0,1,Starlink-1247,-563.1600,228.8420,550.0,0,13
-44.0,1,Starlink-1247,-563.1600,228.8420,550.0,1,16
-44.0,1,Starlink-1247,-563.1600,228.8420,550.0,2,19
-44.0,1,Starlink-1247,-563.1600,228.8420,550.0,3,22
-44.0,2,OneWeb-A4-12,300.0000,-597.3600,1200.0,0,52
-44.0,2,OneWeb-A4-12,300.0000,-597.3600,1200.0,1,76
-44.0,3,Telesat-LS7,-241.0102,-241.0102,1015.0,0,72
